Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1616977205.850803,1616977205.857576,281,6.7729949951171875,0,11,8935,10,5,6530,1921,
1616977205.86072,1616977205.867546,282,6.826162338256836,0,13,9075,10,7,6520,1983,
1616977205.871291,1616977205.877717,283,6.426095962524414,0,11,8928,10,5,6523,1921,
1616977205.881014,1616977205.887707,284,6.6928863525390625,0,11,8928,10,5,6523,1921,
1616977205.891421,1616977205.898186,285,6.764888763427734,0,11,8933,10,5,6528,1921,
1616977205.901014,1616977205.906958,286,5.944013595581055,0,11,8924,10,5,6519,1921,
1616977205.910614,1616977205.916514,287,5.899906158447266,0,11,8927,10,5,6522,1921,
1616977205.920105,1616977205.926821,288,6.716012954711914,0,11,8925,10,5,6520,1921,
1616977205.929687,1616977205.935663,289,5.975961685180664,0,11,8921,10,5,6516,1921,
1616977205.939646,1616977205.94675,290,7.103919982910156,0,11,8929,10,5,6524,1921,
1616977205.950274,1616977205.957406,291,7.132053375244141,0,11,8931,10,5,6526,1921,
1616977205.960085,1616977205.966725,292,6.640195846557617,0,11,8928,10,5,6523,1921,
1616977205.970043,1616977205.975853,293,5.810022354125977,0,11,8928,10,5,6523,1921,
1616977205.979497,1616977205.985657,294,6.16002082824707,0,11,8933,10,5,6528,1921,
1616977205.988852,1616977205.995443,295,6.591081619262695,0,11,8933,10,5,6528,1921,
1616977205.998214,1616977206.003449,296,5.234956741333008,0,11,8922,10,5,6517,1921,
1616977206.006565,1616977206.01339,297,6.824970245361328,0,11,8922,10,5,6517,1921,
1616977206.016633,1616977206.023088,298,6.454944610595703,0,11,8925,10,5,6520,1921,
1616977206.027251,1616977206.034147,299,6.896018981933594,0,11,8934,10,5,6529,1921,
1616977206.037798,1616977206.043269,300,5.470991134643555,0,11,8922,10,5,6517,1921,
1616977206.046983,1616977206.055513,301,8.529901504516602,0,11,8927,10,5,6522,1921,
1616977206.059653,1616977206.066734,302,7.081031799316406,0,11,8923,10,5,6518,1921,
1616977206.069843,1616977206.076134,303,6.290912628173828,0,13,9110,12,5,6617,1921,
1616977206.079081,1616977206.08622,304,7.138967514038086,0,11,8928,10,5,6523,1921,
1616977206.090336,1616977206.096863,305,6.526947021484375,0,11,8926,10,5,6521,1921,
1616977206.100929,1616977206.107102,306,6.172895431518555,0,11,8925,10,5,6520,1921,
1616977206.110822,1616977206.117838,307,7.01594352722168,0,11,8932,10,5,6527,1921,
1616977206.121135,1616977206.127865,308,6.730079650878906,0,11,8934,10,5,6529,1921,
1616977206.131555,1616977206.138568,309,7.012844085693359,0,11,8928,10,5,6523,1921,
1616977206.14176,1616977206.14723,310,5.469799041748047,0,11,8927,10,5,6522,1921,
1616977206.151623,1616977206.158129,311,6.5059661865234375,0,11,8930,10,5,6525,1921,
1616977206.161489,1616977206.167839,312,6.350040435791016,0,11,8922,10,5,6517,1921,
1616977206.17176,1616977206.177768,313,6.007909774780273,0,11,8924,10,5,6519,1921,
1616977206.181043,1616977206.18627,314,5.227088928222656,0,11,8922,10,5,6517,1921,
1616977206.19015,1616977206.19704,315,6.890058517456055,0,11,8931,10,5,6526,1921,
1616977206.200682,1616977206.206098,316,5.416154861450195,0,11,8932,10,5,6527,1921,
1616977206.209283,1616977206.216475,317,7.191896438598633,0,11,8924,10,5,6519,1921,
1616977206.22031,1616977206.228133,318,7.822990417480469,0,11,8925,10,5,6520,1921,
1616977206.231903,1616977206.237953,319,6.049871444702148,0,11,8927,10,5,6522,1921,
1616977206.241837,1616977206.24799,320,6.152868270874023,0,11,8925,10,5,6520,1921,
1616977206.250878,1616977206.257712,321,6.833791732788086,0,11,8921,10,5,6516,1921,
1616977206.261664,1616977206.267623,322,5.959033966064453,0,11,8926,10,5,6521,1921,
1616977206.270907,1616977206.27796,323,7.053136825561523,0,11,8935,10,5,6530,1921,
1616977206.281527,1616977206.286589,324,5.061864852905273,0,11,8928,10,5,6523,1921,
1616977206.290658,1616977206.29598,325,5.321979522705078,0,11,8930,10,5,6525,1921,
1616977206.29971,1616977206.306556,326,6.845951080322266,0,11,8920,10,5,6515,1921,
1616977206.309542,1616977206.31502,327,5.478143692016602,0,11,8928,10,5,6523,1921,
1616977206.318231,1616977206.324641,328,6.409883499145508,0,11,8934,10,5,6529,1921,
1616977206.328431,1616977206.334391,329,5.960226058959961,0,11,8931,10,5,6526,1921,
1616977206.338764,1616977206.344677,330,5.913019180297852,0,11,8926,10,5,6521,1921,
1616977206.349169,1616977206.355706,331,6.536960601806641,0,11,8929,10,5,6524,1921,
1616977206.359489,1616977206.365256,332,5.767107009887695,0,13,9154,12,5,6661,1921,
1616977206.370523,1616977206.377304,333,6.781101226806641,0,11,8924,10,5,6519,1921,
1616977206.381405,1616977206.386835,334,5.429983139038086,0,11,8925,10,5,6520,1921,
1616977206.389495,1616977206.39507,335,5.5751800537109375,0,11,8924,10,5,6519,1921,
1616977206.397978,1616977206.403757,336,5.779027938842773,0,11,8923,10,5,6518,1921,
1616977206.406642,1616977206.412514,337,5.872011184692383,0,11,8924,10,5,6519,1921,
1616977206.415726,1616977206.423042,338,7.316112518310547,0,11,8930,10,5,6525,1921,
