Timestamp,Timestamp (Seconds),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,
2021-03-29 06:20:00.002799,1616998800.002799,3.4,,35.9,1190088704,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.014114,1616998800.014114,50.0,,35.9,1190985728,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.025291,1616998800.025291,40.0,,36.0,1193717760,0.0,0,55.8,11104296960,
2021-03-29 06:20:00.037494,1616998800.037494,20.0,,36.0,1194115072,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.048805,1616998800.048805,40.0,,36.0,1194168320,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.059779,1616998800.059779,0.0,,36.0,1194168320,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.070723,1616998800.070723,40.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.081892,1616998800.081892,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.093140,1616998800.09314,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.104338,1616998800.104338,16.7,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.115653,1616998800.115653,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.126812,1616998800.126812,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.137951,1616998800.137951,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.149081,1616998800.149081,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.160289,1616998800.160289,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.171562,1616998800.171562,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.182740,1616998800.18274,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.193603,1616998800.193603,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.204735,1616998800.204735,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.215960,1616998800.21596,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.227205,1616998800.227205,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.238766,1616998800.238766,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.249844,1616998800.249844,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.260881,1616998800.260881,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.272048,1616998800.272048,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.283113,1616998800.283113,16.7,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.294178,1616998800.294178,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.305215,1616998800.305215,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.316303,1616998800.316303,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.327438,1616998800.327438,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.338479,1616998800.338479,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.349675,1616998800.349675,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.360740,1616998800.36074,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.371855,1616998800.371855,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.382930,1616998800.38293,20.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.394005,1616998800.394005,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.405046,1616998800.405046,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.416170,1616998800.41617,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.427221,1616998800.427221,16.7,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.438269,1616998800.438269,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.449305,1616998800.449305,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.460083,1616998800.460083,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.471323,1616998800.471323,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.482865,1616998800.482865,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.494121,1616998800.494121,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.505284,1616998800.505284,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.516445,1616998800.516445,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.527758,1616998800.527758,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.538927,1616998800.538927,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.550071,1616998800.550071,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.561212,1616998800.561212,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.572390,1616998800.57239,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.583673,1616998800.583673,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.594870,1616998800.59487,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.606027,1616998800.606027,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.617151,1616998800.617151,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.628363,1616998800.628363,20.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.639589,1616998800.639589,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.650736,1616998800.650736,20.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.661919,1616998800.661919,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.673047,1616998800.673047,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.684304,1616998800.684304,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.695591,1616998800.695591,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.706749,1616998800.706749,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.717879,1616998800.717879,0.0,,36.0,1194295296,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.732125,1616998800.732125,57.1,,36.1,1197494272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.743234,1616998800.743234,50.0,,36.0,1194573824,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.754280,1616998800.75428,50.0,,36.0,1194319872,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.765538,1616998800.765538,25.0,,36.0,1194319872,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.776681,1616998800.776681,25.0,,36.0,1194446848,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.787985,1616998800.787985,25.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.799168,1616998800.799168,0.0,,36.0,1193914368,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.810241,1616998800.810241,40.0,,36.0,1194168320,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.821286,1616998800.821286,25.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.832124,1616998800.832124,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.843177,1616998800.843177,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.854228,1616998800.854228,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.865272,1616998800.865272,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.876321,1616998800.876321,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.887484,1616998800.887484,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.898554,1616998800.898554,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.909647,1616998800.909647,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.920444,1616998800.920444,0.0,,36.0,1194549248,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.931437,1616998800.931437,20.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.942269,1616998800.942269,20.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.953818,1616998800.953818,0.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.964890,1616998800.96489,0.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.976036,1616998800.976036,0.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.987127,1616998800.987127,0.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:00.998222,1616998800.998222,0.0,,36.0,1194422272,0.0,0,55.8,11104292864,
2021-03-29 06:20:01.009333,1616998801.009333,0.0,,36.0,1194422272,0.0,0,55.8,11104305152,
