Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
209,3.278017044067383,0,12,6392,8,8,3955,1909,
210,3.4410953521728516,0,12,6397,8,8,3960,1909,
211,3.3071041107177734,0,12,6389,8,8,3952,1909,
212,4.949092864990234,0,12,6398,8,8,3961,1909,
213,3.451108932495117,0,12,6388,8,8,3951,1909,
214,3.6530494689941406,0,12,6393,8,8,3956,1909,
215,3.3159255981445312,0,12,6388,8,8,3951,1909,
216,3.5169124603271484,0,12,6390,8,8,3953,1909,
217,3.304004669189453,0,12,6391,8,8,3954,1909,
218,4.234075546264648,0,12,6389,8,8,3952,1909,
219,3.916025161743164,0,12,6390,8,8,3953,1909,
220,4.525899887084961,0,12,6390,8,8,3953,1909,
221,3.415822982788086,0,12,6390,8,8,3953,1909,
222,3.690004348754883,0,12,6398,8,8,3961,1909,
223,3.548145294189453,0,12,6399,8,8,3962,1909,
224,3.5681724548339844,0,12,6388,8,8,3951,1909,
225,3.5691261291503906,0,12,6397,8,8,3960,1909,
226,3.409862518310547,0,12,6393,8,8,3956,1909,
227,3.748178482055664,0,12,6397,8,8,3960,1909,
228,4.266977310180664,0,12,6398,8,8,3961,1909,
229,3.119945526123047,0,12,6398,8,8,3961,1909,
230,6.300926208496094,0,12,6389,8,8,3952,1909,
231,3.671884536743164,0,12,6394,8,8,3957,1909,
232,3.0558109283447266,0,12,6391,8,8,3954,1909,
233,3.898143768310547,0,12,6392,8,8,3955,1909,
234,3.7260055541992188,0,12,6395,8,8,3958,1909,
235,3.2548904418945312,0,12,6387,8,8,3950,1909,
236,3.1328201293945312,0,12,6399,8,8,3962,1909,
237,3.509998321533203,0,12,6395,8,8,3958,1909,
238,3.141164779663086,0,12,6392,8,8,3955,1909,
239,2.938985824584961,0,12,6396,8,8,3959,1909,
240,4.060983657836914,0,12,6396,8,8,3959,1909,
241,4.971981048583984,0,12,6396,8,8,3958,1910,
242,3.098011016845703,0,12,6393,8,8,3956,1909,
243,3.7300586700439453,0,12,6387,8,8,3950,1909,
244,3.47900390625,0,12,6399,8,8,3962,1909,
245,3.4978389739990234,0,12,6393,8,8,3956,1909,
246,4.144906997680664,0,12,6399,8,8,3962,1909,
247,3.5300254821777344,0,12,6396,8,8,3959,1909,
248,3.793954849243164,0,12,6387,8,8,3950,1909,
249,3.6971569061279297,0,12,6394,8,8,3957,1909,
250,3.2999515533447266,0,12,6399,8,8,3962,1909,
251,3.609895706176758,0,12,6392,8,8,3955,1909,
252,5.48100471496582,0,12,6391,8,8,3954,1909,
253,3.371000289916992,0,12,6392,8,8,3955,1909,
254,3.495931625366211,0,12,6398,8,8,3961,1909,
255,4.079103469848633,0,12,6388,8,8,3951,1909,
256,3.677845001220703,0,12,6396,8,8,3959,1909,
257,3.4668445587158203,0,12,6399,8,8,3962,1909,
258,3.551959991455078,0,12,6398,8,8,3961,1909,
259,3.582000732421875,0,12,6387,8,8,3950,1909,
260,3.7078857421875,0,12,6395,8,8,3958,1909,
261,3.412961959838867,0,12,6398,8,8,3961,1909,
262,3.5169124603271484,0,12,6392,8,8,3955,1909,
263,4.260063171386719,0,12,6391,8,8,3954,1909,
264,3.7851333618164062,0,12,6394,8,8,3957,1909,
265,3.6640167236328125,0,12,6393,8,8,3956,1909,
266,3.5381317138671875,0,12,6387,8,8,3950,1909,
267,3.443002700805664,0,12,6392,8,8,3955,1909,
268,3.2651424407958984,0,12,6389,8,8,3952,1909,
269,3.367900848388672,0,12,6397,8,8,3960,1909,
270,3.350973129272461,0,12,6398,8,8,3961,1909,
271,3.526926040649414,0,12,6399,8,8,3962,1909,
272,3.715991973876953,0,12,6391,8,8,3954,1909,
273,3.4589767456054688,0,12,6394,8,8,3957,1909,
274,4.189014434814453,0,12,6399,8,8,3962,1909,
275,3.445148468017578,0,12,6392,8,8,3955,1909,
276,3.7670135498046875,0,12,6394,8,8,3957,1909,
277,4.07719612121582,0,12,6392,8,8,3955,1909,
278,3.381013870239258,0,12,6388,8,8,3951,1909,
279,3.389120101928711,0,12,6393,8,8,3956,1909,
280,3.6020278930664062,0,12,6396,8,8,3959,1909,
281,4.215002059936523,0,12,6389,8,8,3952,1909,
282,3.365039825439453,0,12,6399,8,8,3962,1909,
283,3.444194793701172,0,12,6390,8,8,3953,1909,
284,3.4029483795166016,0,12,6388,8,8,3951,1909,
285,5.426168441772461,0,12,6388,8,8,3951,1909,
286,3.4401416778564453,0,12,6395,8,8,3958,1909,
287,3.7610530853271484,0,12,6398,8,8,3961,1909,
288,3.5920143127441406,0,12,6390,8,8,3953,1909,
289,3.731966018676758,0,12,6393,8,8,3956,1909,
290,3.3850669860839844,0,12,6391,8,8,3954,1909,
291,3.5898685455322266,0,12,6392,8,8,3955,1909,
292,4.586935043334961,0,12,6388,8,8,3951,1909,
293,3.454923629760742,0,12,6392,8,8,3955,1909,
294,3.8139820098876953,0,12,6394,8,8,3957,1909,
295,3.9849281311035156,0,12,6397,8,8,3960,1909,
296,3.300905227661133,0,12,6388,8,8,3951,1909,
297,3.164052963256836,0,12,6399,8,8,3962,1909,
298,3.8690567016601562,0,12,6389,8,8,3952,1909,
299,3.9589405059814453,0,12,6391,8,8,3954,1909,
300,3.6330223083496094,0,12,6388,8,8,3951,1909,
301,3.9200782775878906,0,12,6390,8,8,3953,1909,
302,3.47900390625,0,12,6395,8,8,3958,1909,
303,4.355907440185547,0,12,6397,8,8,3960,1909,
304,3.4151077270507812,0,12,6388,8,8,3951,1909,
305,3.5419464111328125,0,12,6390,8,8,3953,1909,
306,3.7789344787597656,0,12,6399,8,8,3962,1909,
307,3.4351348876953125,0,12,6391,8,8,3954,1909,
308,3.3740997314453125,0,12,6394,8,8,3957,1909,
309,3.637075424194336,0,12,6391,8,8,3954,1909,
310,3.490924835205078,0,12,6389,8,8,3952,1909,
311,3.5810470581054688,0,12,6391,8,8,3954,1909,
312,4.014015197753906,0,12,6398,8,8,3961,1909,
313,3.8709640502929688,0,12,6397,8,8,3960,1909,
314,3.823995590209961,0,12,6393,8,8,3956,1909,
315,3.2930374145507812,0,12,6389,8,8,3952,1909,
316,4.999876022338867,0,12,6390,8,8,3953,1909,
317,3.2720565795898438,0,12,6387,8,8,3950,1909,
318,5.262851715087891,0,12,6391,8,8,3954,1909,
319,3.7288665771484375,0,12,6396,8,8,3959,1909,
320,3.286123275756836,0,12,6399,8,8,3962,1909,
321,3.4911632537841797,0,12,6398,8,8,3961,1909,
322,3.5529136657714844,0,12,6387,8,8,3950,1909,
323,3.6749839782714844,0,12,6393,8,8,3956,1909,
324,3.2958984375,0,12,6390,8,8,3953,1909,
325,4.019975662231445,0,12,6392,8,8,3955,1909,
326,3.4940242767333984,0,12,6389,8,8,3952,1909,
327,3.762960433959961,0,12,6393,8,8,3956,1909,
328,5.023002624511719,0,12,6396,8,8,3959,1909,
329,3.261089324951172,0,12,6390,8,8,3953,1909,
330,3.2029151916503906,0,12,6388,8,8,3951,1909,
331,3.3919811248779297,0,12,6397,8,8,3960,1909,
332,3.3369064331054688,0,12,6398,8,8,3961,1909,
333,3.5359859466552734,0,12,6397,8,8,3960,1909,
334,3.6711692810058594,0,12,6387,8,8,3950,1909,
335,3.3118724822998047,0,12,6399,8,8,3962,1909,
336,4.055023193359375,0,12,6394,8,8,3957,1909,
337,3.3388137817382812,0,12,6393,8,8,3956,1909,
338,3.443002700805664,0,12,6395,8,8,3958,1909,
339,3.5288333892822266,0,12,6389,8,8,3952,1909,
340,3.9169788360595703,0,12,6398,8,8,3961,1909,
341,3.545045852661133,0,12,6393,8,8,3956,1909,
342,3.612995147705078,0,12,6396,8,8,3959,1909,
343,3.4360885620117188,0,12,6391,8,8,3954,1909,
344,3.1890869140625,0,12,6396,8,8,3959,1909,
345,3.545045852661133,0,12,6391,8,8,3954,1909,
346,3.507852554321289,0,12,6388,8,8,3951,1909,
347,4.068136215209961,0,12,6393,8,8,3956,1909,
348,3.628969192504883,0,12,6396,8,8,3959,1909,
349,3.7200450897216797,0,12,6393,8,8,3956,1909,
350,3.484964370727539,0,12,6387,8,8,3950,1909,
351,3.548860549926758,0,12,6388,8,8,3951,1909,
352,3.2091140747070312,0,12,6397,8,8,3960,1909,
353,4.8618316650390625,0,12,6395,8,8,3958,1909,
354,3.5758018493652344,0,12,6388,8,8,3951,1909,
355,3.4639835357666016,0,12,6387,8,8,3950,1909,
356,3.6361217498779297,0,12,6399,8,8,3962,1909,
357,3.4821033477783203,0,12,6398,8,8,3961,1909,
358,3.9899349212646484,0,12,6389,8,8,3952,1909,
359,3.3359527587890625,0,12,6397,8,8,3960,1909,
360,3.6919116973876953,0,12,6392,8,8,3955,1909,
361,3.370046615600586,0,12,6390,8,8,3953,1909,
362,3.631114959716797,0,12,6389,8,8,3952,1909,
363,4.292011260986328,0,12,6396,8,8,3959,1909,
364,4.23121452331543,0,12,6392,8,8,3955,1909,
365,3.9620399475097656,0,12,6391,8,8,3954,1909,
366,3.7980079650878906,0,12,6388,8,8,3951,1909,
367,3.297090530395508,0,12,6397,8,8,3960,1909,
368,3.309011459350586,0,12,6391,8,8,3954,1909,
369,3.4520626068115234,0,12,6395,8,8,3958,1909,
370,3.525972366333008,0,12,6393,8,8,3956,1909,
371,3.8018226623535156,0,12,6388,8,8,3951,1909,
372,3.5691261291503906,0,12,6400,8,8,3961,1911,
373,3.676891326904297,0,12,6390,8,8,3953,1909,
374,3.589153289794922,0,12,6395,8,8,3958,1909,
375,3.3528804779052734,0,12,6392,8,8,3955,1909,
376,4.10008430480957,0,12,6398,8,8,3961,1909,
377,3.6079883575439453,0,12,6399,8,8,3962,1909,
378,3.437042236328125,0,12,6395,8,8,3958,1909,
379,3.120899200439453,0,12,6391,8,8,3954,1909,
380,3.0889511108398438,0,12,6395,8,8,3958,1909,
381,3.0519962310791016,0,12,6398,8,8,3961,1909,
382,3.576040267944336,0,12,6394,8,8,3957,1909,
383,3.5948753356933594,0,12,6396,8,8,3959,1909,
384,3.4570693969726562,0,12,6399,8,8,3962,1909,
385,4.475831985473633,0,12,6388,8,8,3951,1909,
386,3.3588409423828125,0,12,6392,8,8,3955,1909,
387,5.347013473510742,0,12,6389,8,8,3952,1909,
388,3.332853317260742,0,12,6397,8,8,3960,1909,
389,3.0579566955566406,0,12,6399,8,8,3962,1909,
390,3.56292724609375,0,12,6393,8,8,3956,1909,
391,3.317117691040039,0,12,6395,8,8,3958,1909,
392,3.657817840576172,0,12,6398,8,8,3961,1909,
393,3.6149024963378906,0,12,6389,8,8,3952,1909,
394,3.8521289825439453,0,12,6399,8,8,3962,1909,
395,3.2389163970947266,0,12,6389,8,8,3952,1909,
396,3.570079803466797,0,12,6390,8,8,3953,1909,
397,3.7190914154052734,0,12,6398,8,8,3961,1909,
398,3.9610862731933594,0,12,6387,8,8,3950,1909,
399,3.4799575805664062,0,12,6387,8,8,3950,1909,
400,3.4699440002441406,0,12,6388,8,8,3951,1909,
401,3.8008689880371094,0,12,6397,8,8,3960,1909,
402,3.6749839782714844,0,12,6391,8,8,3954,1909,
403,4.132986068725586,0,12,6398,8,8,3961,1909,
404,3.473043441772461,0,12,6396,8,8,3959,1909,
405,4.012823104858398,0,12,6394,8,8,3957,1909,
406,3.2520294189453125,0,12,6396,8,8,3959,1909,
407,3.567934036254883,0,12,6387,8,8,3950,1909,
408,3.7670135498046875,0,12,6391,8,8,3954,1909,
409,3.2279491424560547,0,12,6393,8,8,3956,1909,
410,3.4990310668945312,0,12,6398,8,8,3961,1909,
411,3.3941268920898438,0,12,6398,8,8,3961,1909,
412,3.2520294189453125,0,12,6388,8,8,3951,1909,
413,5.361080169677734,0,12,6399,8,8,3962,1909,
414,3.4902095794677734,0,12,6395,8,8,3958,1909,
415,3.345966339111328,0,12,6393,8,8,3956,1909,
416,4.313945770263672,0,12,6389,8,8,3952,1909,
417,3.6008358001708984,0,12,6390,8,8,3953,1909,
418,3.7488937377929688,0,12,6397,8,8,3960,1909,
419,3.5390853881835938,0,12,6399,8,8,3962,1909,
420,3.4379959106445312,0,12,6396,8,8,3959,1909,
421,3.7620067596435547,0,12,6393,8,8,3956,1909,
422,3.615856170654297,0,12,6397,8,8,3960,1909,
423,3.41796875,0,12,6388,8,8,3951,1909,
424,3.340005874633789,0,12,6389,8,8,3952,1909,
425,4.001140594482422,0,12,6398,8,8,3961,1909,
426,3.248929977416992,0,12,6394,8,8,3957,1909,
427,3.2930374145507812,0,12,6397,8,8,3960,1909,
428,3.815174102783203,0,12,6389,8,8,3952,1909,
429,3.5469532012939453,0,12,6390,8,8,3953,1909,
430,3.6509037017822266,0,12,6391,8,8,3954,1909,
431,3.7660598754882812,0,12,6391,8,8,3954,1909,
432,3.587007522583008,0,12,6394,8,8,3957,1909,
433,3.3719539642333984,0,12,6392,8,8,3955,1909,
434,3.9789676666259766,0,12,6388,8,8,3951,1909,
435,3.4399032592773438,0,12,6395,8,8,3958,1909,
436,3.3178329467773438,0,12,6392,8,8,3955,1909,
437,3.1049251556396484,0,12,6391,8,8,3954,1909,
438,3.7801265716552734,0,12,6387,8,8,3950,1909,
439,3.545045852661133,0,12,6388,8,8,3951,1909,
440,3.5309791564941406,0,12,6387,8,8,3950,1909,
441,3.529071807861328,0,12,6395,8,8,3958,1909,
442,3.8390159606933594,0,12,6394,8,8,3957,1909,
443,3.3059120178222656,0,12,6397,8,8,3960,1909,
444,3.7200450897216797,0,12,6389,8,8,3952,1909,
445,3.5669803619384766,0,12,6389,8,8,3952,1909,
446,4.165172576904297,0,12,6397,8,8,3960,1909,
447,3.496885299682617,0,12,6393,8,8,3956,1909,
448,3.3240318298339844,0,12,6399,8,8,3962,1909,
449,4.057884216308594,0,12,6387,8,8,3950,1909,
450,3.6458969116210938,0,12,6393,8,8,3956,1909,
451,3.712892532348633,0,12,6387,8,8,3950,1909,
452,3.453969955444336,0,12,6392,8,8,3955,1909,
453,3.8819313049316406,0,12,6390,8,8,3953,1909,
454,3.2880306243896484,0,12,6391,8,8,3954,1909,
455,3.403902053833008,0,12,6388,8,8,3951,1909,
456,3.8309097290039062,0,12,6389,8,8,3952,1909,
457,4.079103469848633,0,12,6393,8,8,3956,1909,
458,4.528999328613281,0,12,6389,8,8,3952,1909,
459,3.309011459350586,0,12,6391,8,8,3954,1909,
460,3.993988037109375,0,12,6399,8,8,3962,1909,
461,3.2701492309570312,0,12,6393,8,8,3956,1909,
462,3.6530494689941406,0,12,6393,8,8,3956,1909,
463,3.6749839782714844,0,12,6390,8,8,3953,1909,
464,4.515886306762695,0,12,6397,8,8,3960,1909,
465,3.3779144287109375,0,12,6395,8,8,3958,1909,
466,3.5848617553710938,0,12,6393,8,8,3956,1909,
467,3.3011436462402344,0,12,6396,8,8,3959,1909,
468,4.746913909912109,0,11,6319,8,7,3958,1877,
469,3.426074981689453,0,12,6391,8,8,3954,1909,
470,3.662109375,0,12,6395,8,8,3958,1909,
471,4.060983657836914,0,12,6396,8,8,3959,1909,
472,3.4949779510498047,0,12,6392,8,8,3955,1909,
473,3.5920143127441406,0,12,6394,8,8,3957,1909,
474,3.576993942260742,0,12,6397,8,8,3960,1909,
475,4.07719612121582,0,12,6396,8,8,3959,1909,
476,3.908872604370117,0,12,6388,8,8,3951,1909,
477,4.349946975708008,0,12,6389,8,8,3952,1909,
478,3.880023956298828,0,12,6392,8,8,3955,1909,
479,3.9701461791992188,0,12,6391,8,8,3954,1909,
480,3.422975540161133,0,12,6391,8,8,3954,1909,
481,3.548860549926758,0,12,6394,8,8,3957,1909,
