Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
2708,25467.228889465332,40,35,13388,7,31,2883,8965,
2709,4.698038101196289,40,12,6393,8,8,3962,1903,
2710,24.110794067382812,40,11,6153,8,7,3960,1709,
2711,26953.823804855347,40,39,7966,8,35,2882,3368,
2712,22.302865982055664,40,16,5846,8,12,2890,2252,
2713,26976.139068603516,40,26,7832,8,22,3962,2726,
2714,91.71700477600098,40,16,5968,8,11,3045,2219,
2715,26937.82091140747,40,37,8653,7,33,3951,3074,
2716,505.27501106262207,40,19,5979,8,15,2884,2259,
2717,389.970064163208,40,20,6043,7,16,2883,2280,
2718,307.1608543395996,40,18,6065,8,14,2882,2391,
2719,507.7040195465088,40,18,5976,8,14,2880,2304,
2720,26975.58307647705,40,28,7984,8,24,3955,2797,
2721,27202.940940856934,40,34,7491,8,30,2884,3111,
2722,5.115032196044922,40,9,5997,7,5,3959,1642,
2723,577.8908729553223,40,22,7234,10,15,3519,2747,
2724,26985.44692993164,40,36,8269,8,32,2890,3795,
2725,5.1479339599609375,40,12,6389,7,8,3952,1909,
2726,4.691123962402344,40,11,6148,8,7,3955,1709,
2727,13.607978820800781,40,15,6625,7,11,3956,2009,
2728,25453.787088394165,40,31,13966,8,27,3952,8650,
2729,26955.186128616333,40,34,7524,7,30,2884,3144,
2730,3.4749507904052734,40,10,6237,8,6,3953,1844,
2731,26983.69789123535,40,29,7031,8,25,2881,2874,
2732,5.176067352294922,40,11,6315,7,7,3955,1876,
2733,305.38487434387207,40,15,6138,9,9,3247,2231,
2734,113.50417137145996,40,15,5848,8,10,3049,2139,
2735,6.731986999511719,40,13,6455,7,9,3951,1932,
2736,26955.149173736572,40,38,7898,8,34,2880,3346,
2737,26983.469009399414,40,33,7525,7,29,2882,3191,
2738,3.2410621643066406,40,12,6390,8,8,3953,1909,
2739,4.569053649902344,40,12,6399,7,8,3962,1909,
2740,26991.843938827515,40,29,7072,8,25,2887,2909,
2741,167.68717765808105,40,16,6770,7,12,3956,2110,
2742,26979.790925979614,40,26,7656,8,22,3953,2559,
2743,25461.068868637085,40,30,13899,8,26,3962,8617,
2744,26975.008010864258,40,26,7832,8,22,3962,2726,
2745,26970.611095428467,40,27,7908,7,23,3961,2759,
2746,78.32717895507812,40,15,5763,8,11,2884,2219,
2747,5.63502311706543,40,10,6067,7,6,3952,1675,
2748,4.5261383056640625,40,12,6396,8,8,3955,1913,
2749,25498.977184295654,40,34,14268,7,30,3962,8810,
2750,518.3510780334473,40,18,6922,8,14,3951,2179,
2751,1568.2690143585205,40,23,6425,7,19,2879,2534,
2752,153.34606170654297,40,17,5780,7,13,2887,2145,
2753,25502.47883796692,40,25,7633,7,21,3961,2572,
2754,26943.0410861969,40,40,10837,8,36,3961,5116,
2755,25517.810106277466,40,35,13403,8,30,3049,8814,
2756,4.195928573608398,40,11,6313,7,7,3953,1876,
2757,26960.565090179443,40,37,7755,7,32,3055,3072,
2758,26985.230922698975,40,27,7714,7,23,3957,2569,
2759,26976.561069488525,40,28,7981,8,24,3954,2795,
2760,235.3670597076416,40,16,5849,8,12,2893,2252,
2761,26975.736141204834,40,27,7907,8,23,3960,2759,
2762,26978.58691215515,40,31,8247,8,27,3959,2924,
2763,5.033016204833984,40,10,6240,8,6,3956,1844,
2764,769.036054611206,40,15,6666,7,11,3958,2048,
2765,5.188941955566406,40,12,6397,8,8,3956,1913,
2766,26983.24203491211,40,26,7665,8,22,3962,2559,
2767,26992.818117141724,40,36,8328,8,30,3256,3488,
2768,25489.017009735107,40,35,8407,7,31,3956,2911,
2769,4.656791687011719,40,12,6391,7,8,3960,1903,
2770,25453.835010528564,40,34,14548,8,30,3959,9093,
2771,29768.938064575195,40,51,20271,15,39,7335,10692,
2772,3.44085693359375,40,12,6398,8,8,3961,1909,
2773,3.631114959716797,40,11,6322,8,7,3962,1876,
2774,3.7081241607666016,40,13,6467,8,9,3950,1945,
2775,908.7939262390137,40,18,8499,13,8,5909,1798,
2776,26988.59190940857,40,28,6912,8,24,2888,2792,
2777,27205.83701133728,40,29,6989,8,25,2886,2827,
2778,26979.5560836792,40,29,8068,7,25,3959,2833,
2779,25438.93313407898,40,32,14064,8,28,3954,8702,
2780,25745.129108428955,40,28,6811,7,24,2881,2698,
2781,54.36587333679199,40,14,5611,8,9,3053,1942,
2782,307.750940322876,40,15,6492,8,11,3952,1880,
2783,19.166946411132812,40,14,6552,8,10,3958,1978,
2784,15.71798324584961,40,13,5563,7,9,2890,2101,
2785,5.239009857177734,40,11,6311,7,7,3951,1876,
2786,4.759073257446289,40,11,6312,8,7,3952,1876,
