Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
465,9.634017944335938,0,19,19246,18,5,16489,1921,
466,8.472204208374023,0,19,19240,18,5,16483,1921,
467,7.222175598144531,0,19,19249,18,5,16492,1921,
468,8.564949035644531,0,19,19244,18,5,16487,1921,
469,8.288860321044922,0,19,19238,18,5,16481,1921,
470,7.955789566040039,0,19,19250,18,5,16493,1921,
471,8.252859115600586,0,19,19248,18,5,16491,1921,
472,8.507966995239258,0,19,19245,18,5,16488,1921,
473,8.949041366577148,0,19,19247,18,5,16490,1921,
474,8.712053298950195,0,19,19249,18,5,16492,1921,
475,9.756088256835938,0,19,19250,18,5,16493,1921,
476,7.770061492919922,0,19,19243,18,5,16486,1921,
477,7.524013519287109,0,19,19249,18,5,16492,1921,
478,8.718013763427734,0,19,19248,18,5,16491,1921,
479,9.510040283203125,0,19,19244,18,5,16487,1921,
480,8.805036544799805,0,19,19245,18,5,16488,1921,
481,8.260965347290039,0,19,19240,18,5,16483,1921,
482,8.678197860717773,0,21,19429,20,5,16584,1921,
483,7.997035980224609,0,19,19247,18,5,16490,1921,
484,9.827136993408203,0,19,19247,18,5,16490,1921,
485,8.029937744140625,0,19,19241,18,5,16484,1921,
486,8.651018142700195,0,19,19242,18,5,16485,1921,
487,8.359909057617188,0,19,19238,18,5,16481,1921,
488,8.829832077026367,0,19,19243,18,5,16486,1921,
489,9.368896484375,0,19,19244,18,5,16487,1921,
490,8.309125900268555,0,19,19241,18,5,16484,1921,
491,8.26406478881836,0,19,19242,18,5,16485,1921,
492,9.681940078735352,0,19,19242,18,5,16485,1921,
493,8.601903915405273,0,19,19249,18,5,16492,1921,
494,10.413885116577148,0,19,19250,18,5,16493,1921,
495,8.589982986450195,0,19,19242,18,5,16485,1921,
496,7.679939270019531,0,19,19249,18,5,16492,1921,
497,7.750034332275391,0,19,19248,18,5,16491,1921,
498,9.576797485351562,0,19,19248,18,5,16491,1921,
499,8.127927780151367,0,19,19241,18,5,16484,1921,
500,8.854866027832031,0,19,19248,18,5,16491,1921,
501,8.63504409790039,0,19,19245,18,5,16488,1921,
502,8.575916290283203,0,19,19245,18,5,16488,1921,
503,9.137868881225586,0,19,19246,18,5,16489,1921,
504,8.01396369934082,0,19,19238,18,5,16481,1921,
505,9.163141250610352,0,19,19240,18,5,16483,1921,
506,9.22703742980957,0,19,19250,18,5,16493,1921,
507,9.92894172668457,0,19,19241,18,5,16484,1921,
508,8.878946304321289,0,19,19241,18,5,16484,1921,
509,9.296894073486328,0,19,19245,18,5,16488,1921,
510,7.981061935424805,0,19,19243,18,5,16486,1921,
511,8.82411003112793,0,19,19249,18,5,16492,1921,
512,9.115934371948242,0,19,19238,18,5,16481,1921,
513,7.519960403442383,0,19,19250,18,5,16493,1921,
514,7.16090202331543,0,19,19243,18,5,16486,1921,
515,9.057998657226562,0,19,19238,18,5,16481,1921,
516,9.093046188354492,0,19,19249,18,5,16492,1921,
517,8.168935775756836,0,19,19245,18,5,16488,1921,
518,8.656978607177734,0,19,19238,18,5,16481,1921,
519,7.80797004699707,0,19,19244,18,5,16487,1921,
520,9.440898895263672,0,19,19242,18,5,16485,1921,
521,9.413957595825195,0,21,19399,18,7,16492,1983,
522,8.49604606628418,0,19,19247,18,5,16490,1921,
523,7.821798324584961,0,19,19239,18,5,16482,1921,
524,8.597135543823242,0,19,19242,18,5,16485,1921,
525,8.801937103271484,0,19,19238,18,5,16481,1921,
526,8.693933486938477,0,19,19250,18,5,16493,1921,
527,7.854938507080078,0,19,19246,18,5,16489,1921,
528,9.649038314819336,0,19,19249,18,5,16492,1921,
529,9.040117263793945,0,19,19250,18,5,16493,1921,
