Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1616976964.390286,1616976964.398158,16,7.872104644775391,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.401377,1616976964.410425,17,9.047985076904297,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.414932,1616976964.422952,18,8.01992416381836,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.426467,1616976964.43382,19,7.353067398071289,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.437139,1616976964.444447,20,7.308006286621094,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.447541,1616976964.454795,21,7.253885269165039,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.458441,1616976964.466984,22,8.543014526367188,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.470558,1616976964.479713,23,9.155035018920898,0,21,19432,20,5,16587,1921,,0.0,0,0,
1616976964.48246,1616976964.49111,24,8.650064468383789,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.493745,1616976964.502986,25,9.240865707397461,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.506023,1616976964.513671,26,7.647991180419922,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.517588,1616976964.527193,27,9.605169296264648,0,21,19428,20,5,16583,1921,,0.0,0,0,
1616976964.529865,1616976964.538543,28,8.677959442138672,0,21,19426,20,5,16581,1921,,0.0,0,0,
1616976964.5423,1616976964.549367,29,7.066965103149414,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976964.552627,1616976964.561844,30,9.217023849487305,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.566742,1616976964.575219,31,8.476972579956055,0,21,19422,20,5,16577,1921,,0.0,0,0,
1616976964.578158,1616976964.586189,32,8.031129837036133,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976964.589326,1616976964.599565,33,10.239124298095703,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.602462,1616976964.61102,34,8.558034896850586,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.614311,1616976964.623066,35,8.754968643188477,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.62629,1616976964.635515,36,9.224891662597656,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.638437,1616976964.647147,37,8.709907531738281,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.65059,1616976964.659044,38,8.454084396362305,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.662071,1616976964.66935,39,7.278919219970703,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.672426,1616976964.68119,40,8.764028549194336,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.68391,1616976964.692307,41,8.397102355957031,0,21,19420,20,5,16575,1921,,0.0,0,0,
1616976964.696231,1616976964.704169,42,7.938146591186523,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.706982,1616976964.714935,43,7.953166961669922,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.718581,1616976964.726416,44,7.835149765014648,0,21,19421,20,5,16576,1921,,0.0,0,0,
1616976964.729539,1616976964.738062,45,8.522987365722656,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.741645,1616976964.751138,46,9.492874145507812,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.754195,1616976964.762712,47,8.517026901245117,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.766564,1616976964.775707,48,9.14311408996582,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976964.779005,1616976964.787012,49,8.007049560546875,0,19,19239,18,5,16482,1921,,0.0,0,0,
