Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1617065161.622934,1617065161.631584,22,8.649826049804688,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065161.63504,1617065161.641548,23,6.50787353515625,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065161.644676,1617065161.653058,24,8.382081985473633,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065161.656487,1617065161.665063,25,8.575916290283203,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065161.668947,1617065161.676125,26,7.178068161010742,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065161.680151,1617065161.690026,27,9.875059127807617,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065161.693139,1617065161.701076,28,7.936954498291016,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065161.705085,1617065161.714789,29,9.703874588012695,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065161.718585,1617065161.727633,30,9.047985076904297,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065161.730964,1617065161.739463,31,8.4991455078125,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065161.742641,1617065161.754721,32,12.079954147338867,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065161.75793,1617065161.76656,33,8.630037307739258,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065161.770569,1617065161.780084,34,9.514808654785156,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065161.785275,1617065161.793935,35,8.660078048706055,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065161.797264,1617065161.806646,36,9.382009506225586,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065161.810739,1617065161.820494,37,9.75489616394043,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065161.824502,1617065161.834146,38,9.644031524658203,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065161.837731,1617065161.844578,39,6.847143173217773,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065161.847438,1617065161.857705,40,10.267019271850586,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065161.861511,1617065161.870424,41,8.913040161132812,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065161.87401,1617065161.880944,42,6.933927536010742,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065161.885154,1617065161.894111,43,8.9569091796875,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065161.897535,1617065161.90652,44,8.984804153442383,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065161.911589,1617065161.920944,45,9.35506820678711,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065161.924151,1617065161.93214,46,7.989168167114258,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065161.935749,1617065161.943634,47,7.884979248046875,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065161.947651,1617065161.95841,48,10.759115219116211,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065161.962221,1617065161.970844,49,8.623123168945312,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065161.973944,1617065161.981646,50,7.702112197875977,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065161.985763,1617065161.993485,51,7.721900939941406,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065161.996793,1617065162.004965,52,8.172035217285156,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065162.008837,1617065162.016264,53,7.426977157592773,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065162.01961,1617065162.026036,54,6.426095962524414,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.029568,1617065162.037249,55,7.681131362915039,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065162.040606,1617065162.047574,56,6.968021392822266,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065162.051025,1617065162.057499,57,6.474018096923828,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.06117,1617065162.067778,58,6.608009338378906,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065162.070679,1617065162.079118,59,8.439064025878906,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.082266,1617065162.08895,60,6.683826446533203,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.092646,1617065162.101766,61,9.12022590637207,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.104572,1617065162.115243,62,10.670900344848633,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065162.118369,1617065162.127746,63,9.377002716064453,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065162.131052,1617065162.14322,64,12.167930603027344,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065162.14681,1617065162.154339,65,7.529020309448242,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065162.157338,1617065162.166415,66,9.077072143554688,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.170534,1617065162.177957,67,7.423162460327148,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.182098,1617065162.191173,68,9.075164794921875,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065162.195237,1617065162.204118,69,8.881092071533203,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065162.207917,1617065162.215142,70,7.22503662109375,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.218435,1617065162.228084,71,9.649038314819336,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065162.23223,1617065162.239752,72,7.522106170654297,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065162.243879,1617065162.253358,73,9.47880744934082,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.256016,1617065162.263222,74,7.205963134765625,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.267228,1617065162.275465,75,8.237123489379883,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.278741,1617065162.288063,76,9.322166442871094,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065162.291323,1617065162.297689,77,6.36601448059082,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065162.301581,1617065162.311613,78,10.032176971435547,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065162.316178,1617065162.323779,79,7.601022720336914,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065162.327553,1617065162.33418,80,6.627082824707031,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.337405,1617065162.348159,81,10.754108428955078,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.352057,1617065162.361397,82,9.340047836303711,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065162.365042,1617065162.372767,83,7.725000381469727,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065162.376532,1617065162.385774,84,9.241819381713867,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065162.390447,1617065162.398984,85,8.537054061889648,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.403168,1617065162.411751,86,8.58306884765625,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065162.414914,1617065162.423852,87,8.938074111938477,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065162.42683,1617065162.436794,88,9.9639892578125,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065162.44089,1617065162.451113,89,10.222911834716797,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065162.455169,1617065162.46391,90,8.741140365600586,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065162.467833,1617065162.478116,91,10.28299331665039,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065162.482157,1617065162.491759,92,9.602069854736328,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.495509,1617065162.50455,93,9.041070938110352,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.507898,1617065162.516441,94,8.543014526367188,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065162.519709,1617065162.527895,95,8.185863494873047,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065162.532335,1617065162.545195,96,12.86005973815918,0,9,7432,8,5,5115,1921,,0.0,0,0,
