Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1617065643.204559,1617065643.212654,17,8.095026016235352,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.224832,1617065643.231301,18,6.469011306762695,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065643.245174,1617065643.251933,19,6.759166717529297,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.264997,1617065643.273736,20,8.738994598388672,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065643.287685,1617065643.295104,21,7.419109344482422,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065643.308134,1617065643.317282,22,9.147882461547852,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065643.330753,1617065643.339546,23,8.792877197265625,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065643.354102,1617065643.362215,24,8.11314582824707,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065643.375679,1617065643.383926,25,8.246898651123047,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065643.398637,1617065643.407499,26,8.862018585205078,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.420333,1617065643.429871,27,9.53817367553711,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065643.443132,1617065643.452323,28,9.191036224365234,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065643.465638,1617065643.473702,29,8.064031600952148,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065643.489265,1617065643.497912,30,8.646965026855469,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065643.51024,1617065643.522423,31,12.182950973510742,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.536205,1617065643.544898,32,8.69297981262207,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065643.558791,1617065643.56797,33,9.179115295410156,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065643.581628,1617065643.58923,34,7.60197639465332,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065643.60314,1617065643.611734,35,8.59379768371582,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.625117,1617065643.634704,36,9.58704948425293,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065643.648928,1617065643.656728,37,7.800102233886719,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065643.671079,1617065643.679108,38,8.028984069824219,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065643.692322,1617065643.701612,39,9.289979934692383,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065643.714161,1617065643.722352,40,8.191108703613281,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.736023,1617065643.743913,41,7.889986038208008,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065643.757737,1617065643.767429,42,9.692192077636719,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065643.781468,1617065643.790465,43,8.997201919555664,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065643.803318,1617065643.811601,44,8.282899856567383,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065643.824348,1617065643.83292,45,8.572101593017578,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065643.846403,1617065643.855932,46,9.52911376953125,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065643.869999,1617065643.877421,47,7.421970367431641,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.892138,1617065643.901464,48,9.325981140136719,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065643.914271,1617065643.922291,49,8.01992416381836,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065643.936676,1617065643.943789,50,7.112979888916016,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065643.95759,1617065643.966181,51,8.590936660766602,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065643.979089,1617065643.987603,52,8.513927459716797,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065644.001213,1617065644.010342,53,9.128808975219727,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.024141,1617065644.031452,54,7.3108673095703125,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065644.044964,1617065644.054891,55,9.927034378051758,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065644.069501,1617065644.078576,56,9.075164794921875,0,9,7432,8,5,5115,1921,,0.0,0,0,
1617065644.090974,1617065644.098377,57,7.402896881103516,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065644.111945,1617065644.119054,58,7.109165191650391,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065644.131162,1617065644.138359,59,7.197141647338867,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065644.152579,1617065644.159091,60,6.511926651000977,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065644.173724,1617065644.181929,61,8.205175399780273,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065644.194927,1617065644.202364,62,7.436990737915039,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.215732,1617065644.227269,63,11.536836624145508,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065644.240436,1617065644.246844,64,6.407976150512695,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.260209,1617065644.26678,65,6.5708160400390625,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065644.281498,1617065644.289559,66,8.060932159423828,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.303743,1617065644.310963,67,7.220029830932617,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065644.325986,1617065644.33469,68,8.704185485839844,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065644.348447,1617065644.356654,69,8.206844329833984,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065644.370487,1617065644.379838,70,9.351015090942383,0,9,7424,8,5,5107,1921,,0.0,0,0,
1617065644.393033,1617065644.401207,71,8.173942565917969,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065644.413382,1617065644.422723,72,9.341001510620117,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.4364,1617065644.445121,73,8.721113204956055,0,9,7430,8,5,5113,1921,,0.0,0,0,
1617065644.46114,1617065644.46792,74,6.780147552490234,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065644.48045,1617065644.488398,75,7.948160171508789,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065644.503921,1617065644.512522,76,8.600950241088867,0,11,7584,8,7,5117,1983,,0.0,0,0,
1617065644.526208,1617065644.536335,77,10.127067565917969,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065644.550393,1617065644.558642,78,8.24880599975586,0,9,7436,8,5,5119,1921,,0.0,0,0,
1617065644.569862,1617065644.57917,79,9.308099746704102,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065644.592629,1617065644.600699,80,8.069992065429688,0,9,7434,8,5,5117,1921,,0.0,0,0,
1617065644.615948,1617065644.623844,81,7.895946502685547,0,9,7426,8,5,5109,1921,,0.0,0,0,
1617065644.637761,1617065644.647822,82,10.060787200927734,0,9,7435,8,5,5118,1921,,0.0,0,0,
1617065644.661041,1617065644.670157,83,9.115934371948242,0,9,7431,8,5,5114,1921,,0.0,0,0,
1617065644.683038,1617065644.690171,84,7.133007049560547,0,9,7427,8,5,5110,1921,,0.0,0,0,
1617065644.703099,1617065644.711638,85,8.538961410522461,0,9,7428,8,5,5111,1921,,0.0,0,0,
1617065644.723749,1617065644.733298,86,9.549140930175781,0,9,7425,8,5,5108,1921,,0.0,0,0,
1617065644.748186,1617065644.756992,87,8.805990219116211,0,9,7429,8,5,5112,1921,,0.0,0,0,
1617065644.773184,1617065644.781357,88,8.172988891601562,0,9,7433,8,5,5116,1921,,0.0,0,0,
1617065644.796976,1617065644.805607,89,8.630990982055664,0,9,7436,8,5,5119,1921,,0.0,0,0,
