Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1616975955.360445,1616975955.367292,0,6.846904754638672,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.371111,1616975955.379081,1,7.970094680786133,0,14,13155,13,5,10618,1921,,0.0,0,0,
1616975955.38227,1616975955.38882,2,6.549835205078125,0,14,13157,13,5,10620,1921,,0.0,0,0,
1616975955.392695,1616975955.399407,3,6.7119598388671875,0,14,13160,13,5,10623,1921,,0.0,0,0,
1616975955.40324,1616975955.411206,4,7.966041564941406,0,14,13155,13,5,10618,1921,,0.0,0,0,
1616975955.415117,1616975955.421947,5,6.829977035522461,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.42481,1616975955.431591,6,6.781101226806641,0,14,13164,13,5,10627,1921,,0.0,0,0,
1616975955.435028,1616975955.442765,7,7.736921310424805,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.446943,1616975955.455716,8,8.772850036621094,0,14,13159,13,5,10622,1921,,0.0,0,0,
1616975955.458833,1616975955.465804,9,6.971120834350586,0,14,13158,13,5,10621,1921,,0.0,0,0,
1616975955.469526,1616975955.476954,10,7.42793083190918,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.481235,1616975955.487888,11,6.653070449829102,0,14,13158,13,5,10621,1921,,0.0,0,0,
1616975955.49149,1616975955.498861,12,7.371187210083008,0,14,13161,13,5,10624,1921,,0.0,0,0,
1616975955.502051,1616975955.508836,13,6.784915924072266,0,14,13157,13,5,10620,1921,,0.0,0,0,
1616975955.512338,1616975955.519269,14,6.931066513061523,0,14,13156,13,5,10619,1921,,0.0,0,0,
1616975955.522878,1616975955.528768,15,5.890130996704102,0,14,13154,13,5,10617,1921,,0.0,0,0,
1616975955.532022,1616975955.540007,16,7.985115051269531,0,14,13154,13,5,10617,1921,,0.0,0,0,
1616975955.543571,1616975955.549529,17,5.958080291748047,0,14,13165,13,5,10628,1921,,0.0,0,0,
1616975955.552304,1616975955.559818,18,7.513999938964844,0,14,13158,13,5,10621,1921,,0.0,0,0,
1616975955.562905,1616975955.569427,19,6.521940231323242,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.573214,1616975955.580635,20,7.421016693115234,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.583683,1616975955.590883,21,7.200002670288086,0,14,13156,13,5,10619,1921,,0.0,0,0,
1616975955.59453,1616975955.600998,22,6.4678192138671875,0,14,13156,13,5,10619,1921,,0.0,0,0,
1616975955.604598,1616975955.611214,23,6.615877151489258,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.614223,1616975955.621467,24,7.244110107421875,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.624956,1616975955.6315,25,6.5441131591796875,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.634395,1616975955.64179,26,7.395029067993164,0,14,13159,13,5,10622,1921,,0.0,0,0,
1616975955.644757,1616975955.652121,27,7.364034652709961,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.655495,1616975955.661458,28,5.96308708190918,0,14,13159,13,5,10622,1921,,0.0,0,0,
1616975955.664719,1616975955.673062,29,8.342981338500977,0,14,13161,13,5,10624,1921,,0.0,0,0,
1616975955.675978,1616975955.683891,30,7.913112640380859,0,14,13156,13,5,10619,1921,,0.0,0,0,
1616975955.687748,1616975955.694559,31,6.8111419677734375,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.698214,1616975955.704872,32,6.657838821411133,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.708359,1616975955.714527,33,6.167888641357422,0,14,13160,13,5,10623,1921,,0.0,0,0,
1616975955.718169,1616975955.725153,34,6.98399543762207,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.72914,1616975955.737192,35,8.051872253417969,0,14,13165,13,5,10628,1921,,0.0,0,0,
1616975955.740613,1616975955.74852,36,7.906913757324219,0,14,13157,13,5,10620,1921,,0.0,0,0,
1616975955.752489,1616975955.760826,37,8.337020874023438,0,14,13162,13,5,10625,1921,,0.0,0,0,
1616975955.764204,1616975955.77155,38,7.345914840698242,0,14,13161,13,5,10624,1921,,0.0,0,0,
1616975955.775151,1616975955.781588,39,6.437063217163086,0,14,13165,13,5,10628,1921,,0.0,0,0,
1616975955.785503,1616975955.791685,40,6.182193756103516,0,14,13153,13,5,10616,1921,,0.0,0,0,
1616975955.795104,1616975955.80127,41,6.165981292724609,0,14,13163,13,5,10626,1921,,0.0,0,0,
1616975955.804943,1616975955.812227,42,7.283926010131836,0,14,13160,13,5,10623,1921,,0.0,0,0,
1616975955.815899,1616975955.822887,43,6.988048553466797,0,14,13155,13,5,10618,1921,,0.0,0,0,
1616975955.825565,1616975955.833173,44,7.607936859130859,0,14,13163,13,5,10626,1921,,0.0,0,0,
1616975955.836854,1616975955.843477,45,6.623029708862305,0,14,13154,13,5,10617,1921,,0.0,0,0,
1616975955.846522,1616975955.853352,46,6.829977035522461,0,14,13164,13,5,10627,1921,,0.0,0,0,
1616975955.857036,1616975955.864012,47,6.975889205932617,0,14,13164,13,5,10627,1921,,0.0,0,0,
1616975955.867622,1616975955.873934,48,6.312131881713867,0,14,13159,13,5,10622,1921,,0.0,0,0,
1616975955.876945,1616975955.883232,49,6.287097930908203,0,14,13164,13,5,10627,1921,,0.0,0,0,
